Name,Year,Salaries,Rank
Spencer Hawes,2000,,918
Acie Law,2000,,919
Thaddeus Young,2000,,920
Kosta Perovic,2000,,921
Julian Wright,2000,,922
Al Thornton,2000,,923
Rodney Stuckey,2000,,924
Nick Young,2000,,925
Sean Williams,2000,,926
Marco Belinelli,2000,,927
Oleksiy Pecherov,2000,,928
Javaris Crittenton,2000,,929
Jason Smith,2000,,930
Daequan Cook,2000,,931
Jared Dudley,2000,,932
Wilson Chandler,2000,,933
Morris Almond,2000,,934
Aaron Brooks,2000,,935
Arron Afflalo,2000,,936
Ian Mahinmi,2000,,937
Alando Tucker,2000,,938
Randolph Morris,2000,,939
Billy Thomas,2000,,940
Kyrylo Fesenko,2000,,941
Gabe Pruitt,2000,,942
Juan Carlos Navarro,2000,,943
Mario West,2000,,944
Glen Davis,2000,,945
Jermareo Davidson,2000,,946
Aaron Gray,2000,,947
Demetris Nichols,2000,,948
JamesOn Curry,2000,,949
Nick Fazekas,2000,,950
Taurean Green,2000,,951
Cheikh Samb,2000,,952
Carl Landry,2000,,953
Adam Haluska,2000,,954
Coby Karl,2000,,955
Joel Anthony,2000,,956
Ramon Sessions,2000,,957
Chris Richard,2000,,958
Marcin Gortat,2000,,959
Herbert Hill,2000,,960
D.J. Strawberry,2000,,961
Josh McRoberts,2000,,962
Jamario Moon,2000,,963
Dominic McGuire,2000,,964
Keith Langford,2000,,965
Darius Washington,2000,,966
Brandon Wallace,2000,,967
CJ Watson,2000,,968
Courtney Sims,2000,,969
Darryl Watkins,2000,,970
Thomas Gardner,2000,,971
Guillermo Diaz,2000,,972
Stephane Lasme,2000,,973
Derrick Rose,2000,,974
Michael Beasley,2000,,975
OJ Mayo,2000,,976
Russell Westbrook,2000,,977
Kevin Love,2000,,978
Marc Gasol,2000,,979
Danilo Gallinari,2000,,980
Eric Gordon,2000,,981
Joe Alexander,2000,,982
DJ Augustin,2000,,983
Brook Lopez,2000,,984
Jerryd Bayless,2000,,985
Jason Thompson,2000,,986
Brandon Rush,2000,,987
Anthony Randolph,2000,,988
Goran Dragic,2000,,989
Robin Lopez,2000,,990
Hamed Haddadi,2000,,991
Marreese Speights,2000,,992
Roy Hibbert,2000,,993
JaVale McGee,2000,,994
JJ Hickson,2000,,995
Alexis Ajinca,2000,,996
Roko Ukic,2000,,997
Ryan Anderson,2000,,998
Courtney Lee,2000,,999
Kosta Koufos,2000,,1000
Rudy Fernandez,2000,,1001
Nicolas Batum,2000,,1002
George Hill,2000,,1003
Darrell Arthur,2000,,1004
Donte Greene,2000,,1005
DJ White,2000,,1006
JR Giddens,2000,,1007
Joey Dorsey,2000,,1008
Kyle Weaver,2000,,1009
Luc Mbah a Moute,2000,,1010
Will Bynum,2000,,1011
Mario Chalmers,2000,,1012
DeAndre Jordan,2000,,1013
Henry Walker,2000,,1014
Mike Taylor,2000,,1015
Darnell Jackson,2000,,1016
Chris Douglas-Roberts,2000,,1017
Othello Hunter,2000,,1018
Sean Singletary,2000,,1019
Sonny Weems,2000,,1020
Walter Sharpe,2000,,1021
Anthony Morrow,2000,,1022
Sun Yue,2000,,1023
Bobby Brown,2000,,1024
Nathan Jawai,2000,,1025
Rob Kurz,2000,,1026
Malik Hairston,2000,,1027
Jawad Williams,2000,,1028
Anthony Tolliver,2000,,1029
Cartier Martin,2000,,1030
Trey Johnson,2000,,1031
DeMarcus Nelson,2000,,1032
Steven Hill,2000,,1033
Blake Ahearn,2000,,1034
Richard Hendrix,2000,,1035
Blake Griffin,2000,,1036
Hasheem Thabeet,2000,,1037
James Harden,2000,,1038
Tyreke Evans,2000,,1039
Jonny Flynn,2000,,1040
Stephen Curry,2000,,1041
Jordan Hill,2000,,1042
David Andersen,2000,,1043
DeMar DeRozan,2000,,1044
Brandon Jennings,2000,,1045
Terrence Williams,2000,,1046
Gerald Henderson,2000,,1047
Tyler Hansbrough,2000,,1048
Earl Clark,2000,,1049
Austin Daye,2000,,1050
James Johnson,2000,,1051
Jrue Holiday,2000,,1052
Ty Lawson,2000,,1053
Jeff Teague,2000,,1054
Eric Maynor,2000,,1055
Darren Collison,2000,,1056
Omri Casspi,2000,,1057
Serge Ibaka,2000,,1058
BJ Mullens,2000,,1059
Rodrigue Beaubois,2000,,1060
Taj Gibson,2000,,1061
DeMarre Carroll,2000,,1062
Wayne Ellington,2000,,1063
Toney Douglas,2000,,1064
Louis Amundson,2000,,1065
DeJuan Blair,2000,,1066
Sam Young,2000,,1067
Jermaine Taylor,2000,,1068
Jodie Meeks,2000,,1069
Chris Hunter,2000,,1070
Marcus Thornton,2000,,1071
Marcus Landry,2000,,1072
Derrick Brown,2000,,1073
Danny Green,2000,,1074
Jonas Jerebko,2000,,1075
DaJuan Summers,2000,,1076
Chase Budinger,2000,,1077
AJ Price,2000,,1078
Taylor Griffin,2000,,1079
Dante Cunningham,2000,,1080
Jeff Ayres,2000,,1081
Patrick Mills,2000,,1082
Jon Brockman,2000,,1083
Wesley Matthews,2000,,1084
Lester Hudson,2000,,1085
Sundiata Gaines,2000,,1086
Garrett Temple,2000,,1087
Antonio Anderson,2000,,1088
Mike Harris,2000,,1089
Cedric Jackson,2000,,1090
John Wall,2000,,1091
Evan Turner,2000,,1092
Derrick Favors,2000,,1093
Nikola Pekovic,2000,,1094
Wesley Johnson,2000,,1095
Timofey Mozgov,2000,,1096
Tiago Splitter,2000,,1097
DeMarcus Cousins,2000,,1098
Ekpe Udoh,2000,,1099
Greg Monroe,2000,,1100
Al-Farouq Aminu,2000,,1101
Gordon Hayward,2000,,1102
Paul George,2000,,1103
Cole Aldrich,2000,,1104
Xavier Henry,2000,,1105
Ed Davis,2000,,1106
Patrick Patterson,2000,,1107
Larry Sanders,2000,,1108
Omer Asik,2000,,1109
Luke Babbitt,2000,,1110
Kevin Seraphin,2000,,1111
Eric Bledsoe,2000,,1112
Avery Bradley,2000,,1113
James Anderson,2000,,1114
Craig Brackins,2000,,1115
Elliot Williams,2000,,1116
Trevor Booker,2000,,1117
Damion James,2000,,1118
Dominique Jones,2000,,1119
Quincy Pondexter,2000,,1120
Jordan Crawford,2000,,1121
Greivis Vasquez,2000,,1122
Daniel Orton,2000,,1123
Christian Eyenga,2000,,1124
Lazar Hayward,2000,,1125
Solomon Alabi,2000,,1126
Reggie Williams,2000,,1127
Lance Stephenson,2000,,1128
Hassan Whiteside,2000,,1129
Alonzo Gee,2000,,1130
Andy Rautins,2000,,1131
Gary Neal,2000,,1132
Samardo Samuels,2000,,1133
Willie Warren,2000,,1134
Gani Lawal,2000,,1135
Garret Siler,2000,,1136
Pape Sy,2000,,1137
Ben Uzoh,2000,,1138
Sherron Collins,2000,,1139
Semih Erden,2000,,1140
Luke Harangody,2000,,1141
Manny Harris,2000,,1142
Gary Forbes,2000,,1143
Terrico White,2000,,1144
Jeremy Lin,2000,,1145
Devin Ebanks,2000,,1146
Derrick Caracter,2000,,1147
Ishmael Smith,2000,,1148
Patrick Beverley,2000,,1149
Dexter Pittman,2000,,1150
Da'Sean Butler,2000,,1151
Landry Fields,2000,,1152
Armon Johnson,2000,,1153
Pooh Jeter,2000,,1154
Jeremy Evans,2000,,1155
Hamady N'Diaye,2000,,1156
Jeff Adrien,2000,,1157
Zabian Dowdell,2000,,1158
Chris Johnson,2000,,1159
Darington Hobson,2000,,1160
Mustafa Shakur,2000,,1161
Matt Janning,2000,,1162
Larry Owens,2000,,1163
Kyrie Irving,2000,,1164
Derrick Williams,2000,,1165
Enes Kanter,2000,,1166
Tristan Thompson,2000,,1167
Ricky Rubio,2000,,1168
Jan Vesely,2000,,1169
Bismack Biyombo,2000,,1170
Brandon Knight,2000,,1171
Kemba Walker,2000,,1172
Jimmer Fredette,2000,,1173
Klay Thompson,2000,,1174
Alec Burks,2000,,1175
Markieff Morris,2000,,1176
Marcus Morris,2000,,1177
Kawhi Leonard,2000,,1178
Nikola Vucevic,2000,,1179
Gustavo Ayon,2000,,1180
Iman Shumpert,2000,,1181
Chris Singleton,2000,,1182
Tobias Harris,2000,,1183
Nolan Smith,2000,,1184
Kenneth Faried,2000,,1185
Reggie Jackson,2000,,1186
MarShon Brooks,2000,,1187
Jordan Hamilton,2000,,1188
JaJuan Johnson,2000,,1189
Norris Cole,2000,,1190
Cory Joseph,2000,,1191
Jimmy Butler,2000,,1192
Jeremy Pargo,2000,,1193
Chandler Parsons,2000,,1194
Tyler Honeycutt,2000,,1195
Greg Stiemsma,2000,,1196
Jeremy Tyler,2000,,1197
Josh Selby,2000,,1198
Malcolm Lee,2000,,1199
Ryan Reid,2000,,1200
Ivan Johnson,2000,,1201
E'Twaun Moore,2000,,1202
Jordan Williams,2000,,1203
Cory Higgins,2000,,1204
Julyan Stone,2000,,1205
Vernon Macklin,2000,,1206
Charles Jenkins,2000,,1207
Chris Wright,2000,,1208
Travis Leslie,2000,,1209
Trey Thompkins,2000,,1210
Darius Morris,2000,,1211
Andrew Goudelock,2000,,1212
Terrel Harris,2000,,1213
Jon Leuer,2000,,1214
Josh Harrellson,2000,,1215
Jerome Jordan,2000,,1216
Justin Harper,2000,,1217
DeAndre Liggins,2000,,1218
Lavoy Allen,2000,,1219
Isaiah Thomas,2000,,1220
Shelvin Mack,2000,,1221
Walker Russell,2000,,1222
Lance Thomas,2000,,1223
Greg Smith,2000,,1224
Mickell Gladness,2000,,1225
Jeff Foote,2000,,1226
Donald Sloan,2000,,1227
Mychel Thompson,2000,,1228
Carldell Johnson,2000,,1229
Malcolm Thomas,2000,,1230
Dennis Horner,2000,,1231
Courtney Fortson,2000,,1232
Anthony Davis,2000,,1233
Michael Kidd-Gilchrist,2000,,1234
Bradley Beal,2000,,1235
Dion Waiters,2000,,1236
Thomas Robinson,2000,,1237
Jonas Valanciunas,2000,,1238
Mirza Teletovic,2000,,1239
Damian Lillard,2000,,1240
Alexey Shved,2000,,1241
Joel Freeland,2000,,1242
Harrison Barnes,2000,,1243
Terrence Ross,2000,,1244
Andre Drummond,2000,,1245
Austin Rivers,2000,,1246
Meyers Leonard,2000,,1247
Jeremy Lamb,2000,,1248
Kendall Marshall,2000,,1249
John Henson,2000,,1250
Moe Harkless,2000,,1251
Royce White,2000,,1252
Tyler Zeller,2000,,1253
Vyacheslav Kravtsov,2000,,1254
Terrence Jones,2000,,1255
Andrew Nicholson,2000,,1256
Nando De Colo,2000,,1257
Evan Fournier,2000,,1258
Donatas Motiejunas,2000,,1259
Jared Sullinger,2000,,1260
Fab Melo,2000,,1261
Victor Claver,2000,,1262
John Jenkins,2000,,1263
Jared Cunningham,2000,,1264
Tony Wroten,2000,,1265
Miles Plumlee,2000,,1266
Arnett Moultrie,2000,,1267
Perry Jones,2000,,1268
Festus Ezeli,2000,,1269
Kyle Singler,2000,,1270
Marquis Teague,2000,,1271
Draymond Green,2000,,1272
Kyle O'Quinn,2000,,1273
Quincy Acy,2000,,1274
Doron Lamb,2000,,1275
Jae Crowder,2000,,1276
Jeffery Taylor,2000,,1277
Orlando Johnson,2000,,1278
Will Barton,2000,,1279
Mike Scott,2000,,1280
Tyshawn Taylor,2000,,1281
Tornike Shengelia,2000,,1282
Bernard James,2000,,1283
Quincy Miller,2000,,1284
Kim English,2000,,1285
Khris Middleton,2000,,1286
Kent Bazemore,2000,,1287
Ben Hansbrough,2000,,1288
Robert Sacre,2000,,1289
Brian Roberts,2000,,1290
Darius Miller,2000,,1291
Chris Copeland,2000,,1292
Pablo Prigioni,2000,,1293
DeQuan Jones,2000,,1294
Diante Garrett,2000,,1295
Luke Zeller,2000,,1296
Kevin Murphy,2000,,1297
Kevin Jones,2000,,1298
Maalik Wayns,2000,,1299
Jarvis Varnado,2000,,1300
Micheal Eric,2000,,1301
Aron Baynes,2000,,1302
Dionte Christmas,2000,,1303
Kris Joseph,2000,,1304
Scott Machado,2000,,1305
Darius Johnson-Odom,2000,,1306
Tim Ohlbrecht,2000,,1307
Justin Holiday,2000,,1308
Jerel McNeal,2000,,1309
Justin Dentmon,2000,,1310
Josh Akognon,2000,,1311
Henry Sims,2000,,1312
Anthony Bennett,2000,,1313
Victor Oladipo,2000,,1314
Otto Porter,2000,,1315
Cody Zeller,2000,,1316
Alex Len,2000,,1317
Nerlens Noel,2000,,1318
Ben McLemore,2000,,1319
Kentavious Caldwell-Pope,2000,,1320
Trey Burke,2000,,1321
CJ McCollum,2000,,1322
Michael Carter-Williams,2000,,1323
Steven Adams,2000,,1324
Vitor Faverani,2000,,1325
Kelly Olynyk,2000,,1326
Shabazz Muhammad,2000,,1327
Giannis Antetokounmpo,2000,,1328
Gigi Datome,2000,,1329
Dennis Schroeder,2000,,1330
Shane Larkin,2000,,1331
Sergey Karasev,2000,,1332
Tony Snell,2000,,1333
Gorgui Dieng,2000,,1334
Scotty Hopson,2000,,1335
Mason Plumlee,2000,,1336
Solomon Hill,2000,,1337
Pero Antic,2000,,1338
Tim Hardaway Jr,2000,,1339
Reggie Bullock,2000,,1340
Andre Roberson,2000,,1341
Rudy Gobert,2000,,1342
Archie Goodwin,2000,,1343
Nemanja Nedovic,2000,,1344
Allen Crabbe,2000,,1345
Dwight Buycks,2000,,1346
Isaiah Canaan,2000,,1347
Ricky Ledo,2000,,1348
Jamaal Franklin,2000,,1349
Ray McCallum,2000,,1350
Phil Pressey,2000,,1351
Matthew Dellavedova,2000,,1352
Carrick Felix,2000,,1353
Gal Mekel,2000,,1354
Tony Mitchell,2000,,1355
Peyton Siva,2000,,1356
Ognjen Kuzmic,2000,,1357
Robert Covington,2000,,1358
Ryan Kelly,2000,,1359
Nick Calathes,2000,,1360
Miroslav Raduljica,2000,,1361
Nate Wolters,2000,,1362
Robbie Hummel,2000,,1363
Jeff Withey,2000,,1364
Toure Murry,2000,,1365
Brandon Davies,2000,,1366
Hollis Thompson,2000,,1367
Ian Clark,2000,,1368
Glen Rice Jr,2000,,1369
Erik Murphy,2000,,1370
Christapher Johnson,2000,,1371
Dewayne Dedmon,2000,,1372
Chris Smith,2000,,1373
Mike Muscala,2000,,1374
Troy Daniels,2000,,1375
James Southerland,2000,,1376
Chris Babb,2000,,1377
Justin Hamilton,2000,,1378
Jorge Gutierrez,2000,,1379
Arinze Onuaku,2000,,1380
Othyus Jeffers,2000,,1381
Elias Harris,2000,,1382
Casper Ware,2000,,1383
Seth Curry,2000,,1384
James Nunnally,2000,,1385
Willie Reed,2000,,1386
Vander Blue,2000,,1387
Shane Edwards,2000,,1388
DJ Stephens,2000,,1389
Andrew Wiggins,2000,,1390
Nikola Mirotic,2000,,1391
Jabari Parker,2000,,1392
Kostas Papanikolaou,2000,,1393
Joel Embiid,2000,,1394
Aaron Gordon,2000,,1395
Dante Exum,2000,,1396
Marcus Smart,2000,,1397
Bojan Bogdanovic,2000,,1398
Julius Randle,2000,,1399
Furkan Aldemir,2000,,1400
Nik Stauskas,2000,,1401
Noah Vonleh,2000,,1402
Elfrid Payton,2000,,1403
Doug McDermott,2000,,1404
Zach LaVine,2000,,1405
TJ Warren,2000,,1406
Adreian Payne,2000,,1407
Joffrey Lauvergne,2000,,1408
Jusuf Nurkic,2000,,1409
Lucas Nogueira,2000,,1410
Zoran Dragic,2000,,1411
James Young,2000,,1412
Tyler Ennis,2000,,1413
Gary Harris,2000,,1414
Bruno Caboclo,2000,,1415
Mitch McGary,2000,,1416
Jordan Adams,2000,,1417
Rodney Hood,2000,,1418
Shabazz Napier,2000,,1419
Clint Capela,2000,,1420
PJ Hairston,2000,,1421
CJ Wilcox,2000,,1422
Damjan Rudez,2000,,1423
Kyle Anderson,2000,,1424
Joe Harris,2000,,1425
Devyn Marble,2000,,1426
Jerami Grant,2000,,1427
Damien Inglis,2000,,1428
Grant Jerrett,2000,,1429
Spencer Dinwiddie,2000,,1430
Johnny O'Bryant,2000,,1431
Markel Brown,2000,,1432
Cory Jefferson,2000,,1433
Cameron Bairstow,2000,,1434
Dwight Powell,2000,,1435
Erick Green,2000,,1436
KJ McDaniels,2000,,1437
Nick Johnson,2000,,1438
Shayne Whittington,2000,,1439
Jordan Clarkson,2000,,1440
Tarik Black,2000,,1441
Jarnell Stokes,2000,,1442
Russ Smith,2000,,1443
James Ennis,2000,,1444
Glenn Robinson III,2000,,1445
Patric Young,2000,,1446
Cleanthony Early,2000,,1447
Travis Wear,2000,,1448
JaKarr Sampson,2000,,1449
Eric Moreland,2000,,1450
Joe Ingles,2000,,1451
Lorenzo Brown,2000,,1452
Elijah Millsap,2000,,1453
Langston Galloway,2000,,1454
Tyler Johnson,2000,,1455
Andre Dawkins,2000,,1456
James Michael McAdoo,2000,,1457
JaMychal Green,2000,,1458
Alex Kirk,2000,,1459
Kalin Lucas,2000,,1460
Bryce Cotton,2000,,1461
Jack Cooley,2000,,1462
Tim Frazier,2000,,1463
Will Cherry,2000,,1464
Jabari Brown,2000,,1465
Drew Gordon,2000,,1466
David Stockton,2000,,1467
Larry Drew II,2000,,1468
Sim Bhullar,2000,,1469
Jarell Eddie,2000,,1470
Sean Kilpatrick,2000,,1471
David Wear,2000,,1472
Karl-Anthony Towns,2000,,1473
D'Angelo Russell,2000,,1474
Jahlil Okafor,2000,,1475
Kristaps Porzingis,2000,,1476
Nemanja Bjelica,2000,,1477
Mario Hezonja,2000,,1478
Willie Cauley-Stein,2000,,1479
Emmanuel Mudiay,2000,,1480
Stanley Johnson,2000,,1481
Tibor Pleiss,2000,,1482
Frank Kaminsky,2000,,1483
Justise Winslow,2000,,1484
Myles Turner,2000,,1485
Trey Lyles,2000,,1486
Devin Booker,2000,,1487
Cameron Payne,2000,,1488
Kelly Oubre,2000,,1489
Terry Rozier,2000,,1490
Rashad Vaughn,2000,,1491
Sam Dekker,2000,,1492
Jerian Grant,2000,,1493
Delon Wright,2000,,1494
Justin Anderson,2000,,1495
Bobby Portis,2000,,1496
Rondae Hollis-Jefferson,2000,,1497
Nikola Jokic,2000,,1498
Tyus Jones,2000,,1499
Sasha Kaun,2000,,1500
Jarell Martin,2000,,1501
Boban Marjanovic,2000,,1502
Jordan Mickey,2000,,1503
Larry Nance Jr,2000,,1504
RJ Hunter,2000,,1505
Chris McCullough,2000,,1506
Josh Huestis,2000,,1507
Kevon Looney,2000,,1508
Richaun Holmes,2000,,1509
Rakeem Christmas,2000,,1510
Joseph Young,2000,,1511
Walter Tavares,2000,,1512
Montrezl Harrell,2000,,1513
Raul Neto,2000,,1514
Pierre Jackson,2000,,1515
Norman Powell,2000,,1516
Pat Connaughton,2000,,1517
Darrun Hilliard,2000,,1518
Lamar Patterson,2000,,1519
Aaron Harrison,2000,,1520
Cristiano Felicio,2000,,1521
Salah Mejri,2000,,1522
Maurice Ndour,2000,,1523
Branden Dawson,2000,,1524
Marcelo Huertas,2000,,1525
Anthony Brown,2000,,1526
Michael Frazier,2000,,1527
Josh Richardson,2000,,1528
TJ McConnell,2000,,1529
Cliff Alexander,2000,,1530
Luis Montero,2000,,1531
Duje Dukan,2000,,1532
Jonathon Simmons,2000,,1533
Treveon Graham,2000,,1534
Christian Wood,2000,,1535
Scottie Wilbekin,2000,,1536
Jordan McRae,2000,,1537
Xavier Munford,2000,,1538
Alan Williams,2000,,1539
Jonathan Holmes,2000,,1540
Alex Stepheson,2000,,1541
Axel Toupane,2000,,1542
Bryce Dejean-Jones,2000,,1543
Keith Appling,2000,,1544
Coty Clarke,2000,,1545
Briante Weber,2000,,1546
Thanasis Antetokounmpo,2000,,1547
JJ O'Brien,2000,,1548
John Holland,2000,,1549
Alex Abrines,2000,,1550
Ben Simmons,2000,,1551
Brandon Ingram,2000,,1552
Jaylen Brown,2000,,1553
Dragan Bender,2000,,1554
Kris Dunn,2000,,1555
Buddy Hield,2000,,1556
Jamal Murray,2000,,1557
Marquese Chriss,2000,,1558
Mindaugas Kuzminskas,2000,,1559
Tomas Satoransky,2000,,1560
Jakob Poeltl,2000,,1561
Thon Maker,2000,,1562
Malcolm Delaney,2000,,1563
Domantas Sabonis,2000,,1564
Taurean Prince,2000,,1565
Dario Saric,2000,,1566
Georgios Papagiannis,2000,,1567
Denzel Valentine,2000,,1568
Juan Hernangomez,2000,,1569
Wade Baldwin,2000,,1570
Henry Ellenson,2000,,1571
Malik Beasley,2000,,1572
Caris LeVert,2000,,1573
DeAndre Bembry,2000,,1574
Demetrius Jackson,2000,,1575
Malachi Richardson,2000,,1576
Willy Hernangomez,2000,,1577
Deyonta Davis,2000,,1578
Timothe Luwawu,2000,,1579
Brice Johnson,2000,,1580
Pascal Siakam,2000,,1581
Skal Labissiere,2000,,1582
Livio Jean-Charles,2000,,1583
Dejounte Murray,2000,,1584
Damian Jones,2000,,1585
Isaiah Whitehead,2000,,1586
Ivica Zubac,2000,,1587
Stephen Zimmerman,2000,,1588
Andrew Harrison,2000,,1589
Tyler Ulis,2000,,1590
Malcolm Brogdon,2000,,1591
Paul Zipser,2000,,1592
Jonathan Gibson,2000,,1593
Troy Williams,2000,,1594
AJ Hammons,2000,,1595
Michael Gbinije,2000,,1596
Georges Niang,2000,,1597
Jake Layman,2000,,1598
Joel Bolomboy,2000,,1599
Gary Payton II,2000,,1600
Kay Felder,2000,,1601
Nicolas Brussino,2000,,1602
Dorian Finney-Smith,2000,,1603
Patrick McCaw,2000,,1604
Kyle Wiltjer,2000,,1605
Chinanu Onuaku,2000,,1606
Diamond Stone,2000,,1607
Rodney McGruder,2000,,1608
Cheick Diallo,2000,,1609
Ron Baker,2000,,1610
Marshall Plumlee,2000,,1611
Semaj Christon,2000,,1612
Derrick Jones,2000,,1613
Tim Quarterman,2000,,1614
Davis Bertans,2000,,1615
Bryn Forbes,2000,,1616
Fred VanVleet,2000,,1617
Daniel Ochefu,2000,,1618
Sheldon Mac,2000,,1619
Danuel House,2000,,1620
Chasson Randle,2000,,1621
Yogi Ferrell,2000,,1622
Okaro White,2000,,1623
Isaiah Taylor,2000,,1624
Ben Bentil,2000,,1625
Nicolas Laprovittola,2000,,1626
Brandon Paul,2000,,1627
Shawn Long,2000,,1628
Mike Tobey,2000,,1629
Patricio Garino,2000,,1630
Jarrod Uthoff,2000,,1631
Marcus Paige,2000,,1632
Wayne Selden,2000,,1633
Egidijus Mockevicius,2000,,1634
Stefan Jankovic,2000,,1635
JP Tokoto,2000,,1636
Isaiah Cousins,2000,,1637
Quinn Cook,2000,,1638
Marcus Georges-Hunt,2000,,1639
Prince Ibeh,2000,,1640
Keith Benson,2000,,1641
Kaleb Tarczewski,2000,,1642
Ryan Arcidiacono,2000,,1643
Quincy Ford,2000,,1644
Alex Poythress,2000,,1645
David Nwaba,2000,,1646
Kyle Collinsworth,2000,,1647
Thomas Walkup,2000,,1648
James Webb,2000,,1649
Zach Auguste,2000,,1650
Brady Heslip,2000,,1651
Matt Costello,2000,,1652
Damion Lee,2000,,1653
DJ Kennedy,2000,,1654
Scott Wood,2000,,1655
Elgin Cook,2000,,1656
Alex Caruso,2000,,1657
Anthony Barber,2000,,1658
EJ Singler,2000,,1659
Beau Beech,2000,,1660
Nikola Jovanovic,2000,,1661
Jalen Jones,2000,,1662
Nick Zeisloft,2000,,1663
Bogdan Bogdanovic,2000,,1664
Markelle Fultz,2000,,1665
Lonzo Ball,2000,,1666
Milos Teodosic,2000,,1667
Jayson Tatum,2000,,1668
Josh Jackson,2000,,1669
De'Aaron Fox,2000,,1670
Jonathan Isaac,2000,,1671
Lauri Markkanen,2000,,1672
Frank Ntilikina,2000,,1673
Dennis Smith,2000,,1674
Zach Collins,2000,,1675
Malik Monk,2000,,1676
Luke Kennard,2000,,1677
Cedi Osman,2000,,1678
Donovan Mitchell,2000,,1679
Bam Adebayo,2000,,1680
Justin Jackson,2000,,1681
Guerschon Yabusele,2000,,1682
Justin Patton,2000,,1683
DJ Wilson,2000,,1684
TJ Leaf,2000,,1685
John Collins,2000,,1686
Harry Giles,2000,,1687
Terrance Ferguson,2000,,1688
Jarrett Allen,2000,,1689
Ante Zizic,2000,,1690
OG Anunoby,2000,,1691
Tyler Lydon,2000,,1692
Furkan Korkmaz,2000,,1693
Caleb Swanigan,2000,,1694
Kyle Kuzma,2000,,1695
Tony Bradley,2000,,1696
Derrick White,2000,,1697
Josh Hart,2000,,1698
Semi Ojeleye,2000,,1699
Frank Mason,2000,,1700
Abdel Nader,2000,,1701
Damyean Dotson,2000,,1702
Wesley Iwundu,2000,,1703
Ike Anigbogu,2000,,1704
Rade Zagorac,2000,,1705
Ivan Rabb,2000,,1706
Tyler Dorsey,2000,,1707
Daniel Theis,2000,,1708
Dwayne Bacon,2000,,1709
Maxi Kleber,2000,,1710
Jordan Bell,2000,,1711
Zhou Qi,2000,,1712
Jawun Evans,2000,,1713
Sindarius Thornwell,2000,,1714
Thomas Bryant,2000,,1715
Dillon Brooks,2000,,1716
Sterling Brown,2000,,1717
Frank Jackson,2000,,1718
Dakari Johnson,2000,,1719
Khem Birch,2000,,1720
Davon Reed,2000,,1721
Alfonzo McKinnie,2000,,1722
Royce O'Neale,2000,,1723
Antonius Cleveland,2000,,1724
Cameron Oliver,2000,,1725
Shaquille Harrison,2000,,1726
Jaylen Morris,2000,,1727
Nigel Hayes,2000,,1728
Omari Johnson,2000,,1729
Naz Long,2000,,1730
Rodney Purvis,2000,,1731
Milton Doyle,2000,,1732
Walter Lemon Jr,2000,,1733
Josh Gray,2000,,1734
Jaylen Johnson,2000,,1735
CJ Fair,2000,,1736
Josh Magette,2000,,1737
Tyler Cavanaugh,2000,,1738
Andrew White,2000,,1739
Kadeem Allen,2000,,1740
Jabari Bird,2000,,1741
Yakuba Ouattara,2000,,1742
Jacob Wiley,2000,,1743
Mangok Mathiang,2000,,1744
Antonio Blakeney,2000,,1745
London Perrantes,2000,,1746
Johnathan Motley,2000,,1747
Gian Clavell,2000,,1748
Torrey Craig,2000,,1749
Monte Morris,2000,,1750
Reggie Hearn,2000,,1751
Chris Boucher,2000,,1752
Edmond Sumner,2000,,1753
Ben Moore,2000,,1754
Jamil Wilson,2000,,1755
CJ Williams,2000,,1756
Tyrone Wallace,2000,,1757
Kobi Simmons,2000,,1758
Vince Hunter,2000,,1759
Myke Henry,2000,,1760
Matt Williams,2000,,1761
Derrick Walton,2000,,1762
Amile Jefferson,2000,,1763
Charles Cooke,2000,,1764
Luke Kornet,2000,,1765
Isaiah Hicks,2000,,1766
Daniel Hamilton,2000,,1767
PJ Dozier,2000,,1768
Jamel Artis,2000,,1769
Jacob Pullen,2000,,1770
Alec Peters,2000,,1771
Malcolm Miller,2000,,1772
Eric Griffin,2000,,1773
Erik McCree,2000,,1774
Michael Young,2000,,1775
Devin Robinson,2000,,1776
Xavier Silas,2000,,1777
Landry Nnoko,2000,,1778
VJ Beachem,2000,,1779
Bronson Koenig,2000,,1780
Marcus Thornton II,2000,,1781
Jameel Warney,2000,,1782
Aaron Jackson,2000,,1783
Trey McKinney-Jones,2000,,1784
Andre Ingram,2000,,1785
Deandre Ayton,2000,,1786
Marvin Bagley,2000,,1787
Luka Doncic,2000,,1788
Trae Young,2000,,1789
Mo Bamba,2000,,1790
Wendell Carter,2000,,1791
Collin Sexton,2000,,1792
Kevin Knox,2000,,1793
Mikal Bridges,2000,,1794
Shai Gilgeous-Alexander,2000,,1795
Miles Bridges,2000,,1796
Jerome Robinson,2000,,1797
Michael Porter,2000,,1798
Troy Brown,2000,,1799
